seqnames	start	end	width	strand	Protein.product	Protein.name	GenBank.Accn	RefSeq.Accn	CLR	alpha	CLR_window_size	highest_CLR	species
Supercontig_3.1	138102	138375	274	+	XP_012046487.1	26S proteasome regulatory subunit N8	CP003820.1	NC_026745.1	6.093366	0.008192885	2288	1.7761236	Neoformans
Supercontig_3.1	199238	200148	911	+	XP_012046172.1	protein disulfide-isomerase	CP003820.1	NC_026745.1	4.132712	0.01418275	2288	1.7761236	Neoformans
Supercontig_3.1	225551	227173	1623	-	XP_012046175.1	hypothetical protein CNAG_00080	CP003820.1	NC_026745.1	2.052218	0.1105536	2288	1.7761236	Neoformans
Supercontig_3.1	229890	230931	1042	-	XP_012046512.1	pre-mRNA-processing factor 6	CP003820.1	NC_026745.1	2.175291	0.003216871	2287	1.7761236	Neoformans
Supercontig_3.1	231172	232177	1006	+	XP_012046513.1	cytosolic Fe-S cluster assembly factor CFD1	CP003820.1	NC_026745.1	2.175291	0.003216871	2287	1.7761236	Neoformans
Supercontig_3.1	268906	271073	2168	-	XP_012046526.1	MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13	CP003820.1	NC_026745.1	6.931802	0.06958715	2288	1.7761236	Neoformans
Supercontig_3.1	275648	277936	2289	-	XP_012046528.1	minichromosome maintenance protein 3	CP003820.1	NC_026745.1	8.849509	0.008221098	2288	1.7761236	Neoformans
Supercontig_3.1	325982	326898	917	-	XP_012046544.1	alpha-amylase	CP003820.1	NC_026745.1	3.860752	0.007914407	2288	1.7761236	Neoformans
Supercontig_3.1	335372	337422	2051	+	XP_012046183.1	hypothetical protein CNAG_00125	CP003820.1	NC_026745.1	3.42523	0.1045868	2288	1.7761236	Neoformans
Supercontig_3.1	341997	343375	1379	-	XP_012046185.1	hypothetical protein CNAG_00127	CP003820.1	NC_026745.1	3.134799	0.0006038846	2288	1.7761236	Neoformans
Supercontig_3.1	415523	417498	1976	+	XP_012046192.1	transcription elongation regulator 1	CP003820.1	NC_026745.1	1.955298	0.08314537	2288	1.7761236	Neoformans
Supercontig_3.1	427608	428937	1330	-	XP_012046570.1	hypothetical protein CNAG_00156	CP003820.1	NC_026745.1	2.764494	0.01372142	2288	1.7761236	Neoformans
Supercontig_3.1	428937	431225	2289	-	XP_012046570.1	hypothetical protein CNAG_00156	CP003820.1	NC_026745.1	4.631637	0.00317919	2288	1.7761236	Neoformans
Supercontig_3.1	463256	464438	1183	+	XP_012046581.1	peroxin-2	CP003820.1	NC_026745.1	3.688107	0.03562475	2288	1.7761236	Neoformans
Supercontig_3.1	465163	465544	382	+	XP_012046199.1	kinesin	CP003820.1	NC_026745.1	3.688107	0.03562475	2288	1.7761236	Neoformans
Supercontig_3.1	465543	467830	2288	+	XP_012046199.1	kinesin	CP003820.1	NC_026745.1	2.520684	0.01536432	2287	1.7761236	Neoformans
Supercontig_3.1	472407	474300	1894	-	XP_012046200.1	hypothetical protein CNAG_00174	CP003820.1	NC_026745.1	2.157714	0.1045869	2288	1.7761236	Neoformans
Supercontig_3.1	474659	474695	37	+	XP_012046201.1	hypothetical protein CNAG_00175	CP003820.1	NC_026745.1	2.157714	0.1045869	2288	1.7761236	Neoformans
Supercontig_3.1	570787	571331	545	-	XP_012047035.1	hypothetical protein CNAG_07331	CP003820.1	NC_026745.1	2.056898	0.06790529	2288	1.7761236	Neoformans
Supercontig_3.1	572025	573075	1051	-	XP_012046212.1	hypothetical protein CNAG_07332	CP003820.1	NC_026745.1	2.056898	0.06790529	2288	1.7761236	Neoformans
Supercontig_3.1	589090	590306	1217	-	XP_012047010.1	hypothetical protein CNAG_07030	CP003820.1	NC_026745.1	2.72033	0.02754396	2288	1.7761236	Neoformans
Supercontig_3.1	590491	591378	888	+	XP_012046216.1	vesicle-associated membrane protein 7	CP003820.1	NC_026745.1	2.72033	0.02754396	2288	1.7761236	Neoformans
Supercontig_3.1	630272	630490	219	-	XP_012046219.1	hypothetical protein CNAG_00239	CP003820.1	NC_026745.1	2.473615	0.02416688	2288	1.7761236	Neoformans
Supercontig_3.1	630798	632560	1763	+	XP_012046607.1	hypothetical protein CNAG_00240	CP003820.1	NC_026745.1	2.473615	0.02416688	2288	1.7761236	Neoformans
Supercontig_3.1	635045	637136	2092	+	XP_012046220.1	protein AIR1/2	CP003820.1	NC_026745.1	2.880421	0.08868918	2288	1.7761236	Neoformans
Supercontig_3.1	640335	640993	659	-	XP_012046608.1	hypothetical protein CNAG_00243	CP003820.1	NC_026745.1	2.744265	0.004532919	2288	1.7761236	Neoformans
Supercontig_3.1	642832	643999	1168	+	XP_012046222.1	ras guanyl-nucleotide exchange factor	CP003820.1	NC_026745.1	3.908428	0.0087959	2288	1.7761236	Neoformans
Supercontig_3.1	642832	643999	1168	+	XP_012047044.1	ras guanyl-nucleotide exchange factor, variant	CP003820.1	NC_026745.1	3.908428	0.0087959	2288	1.7761236	Neoformans
Supercontig_3.1	650863	652610	1748	+	XP_012046223.1	alpha-aminoadipic semialdehyde synthase	CP003820.1	NC_026745.1	5.51438	0.02089548	2288	1.7761236	Neoformans
Supercontig_3.1	652766	653151	386	-	XP_012046610.1	ESCRT-II complex subunit VPS36	CP003820.1	NC_026745.1	5.51438	0.02089548	2288	1.7761236	Neoformans
Supercontig_3.1	666878	667273	396	+	XP_012046614.1	NADH dehydrogenase	CP003820.1	NC_026745.1	3.786701	0.01403312	2288	1.7761236	Neoformans
Supercontig_3.1	667625	668043	419	-	XP_012046615.1	hypothetical protein CNAG_00255	CP003820.1	NC_026745.1	3.786701	0.01403312	2288	1.7761236	Neoformans
Supercontig_3.1	668235	669166	932	+	XP_012046616.1	aspartate-semialdehyde dehydrogenase	CP003820.1	NC_026745.1	3.786701	0.01403312	2288	1.7761236	Neoformans
Supercontig_3.1	669166	669452	287	+	XP_012046616.1	aspartate-semialdehyde dehydrogenase	CP003820.1	NC_026745.1	2.683408	0.007345474	2288	1.7761236	Neoformans
Supercontig_3.1	669541	671454	1914	-	XP_012046227.1	kinesin family member 21A	CP003820.1	NC_026745.1	2.683408	0.007345474	2288	1.7761236	Neoformans
Supercontig_3.1	671454	673742	2289	-	XP_012046227.1	kinesin family member 21A	CP003820.1	NC_026745.1	2.241385	0.7365405	2288	1.7761236	Neoformans
Supercontig_3.1	669633	671454	1822	-	XP_012046617.1	kinesin family member 21A, variant	CP003820.1	NC_026745.1	2.683408	0.007345474	2288	1.7761236	Neoformans
Supercontig_3.1	671454	673742	2289	-	XP_012046617.1	kinesin family member 21A, variant	CP003820.1	NC_026745.1	2.241385	0.7365405	2288	1.7761236	Neoformans
Supercontig_3.1	730994	732649	1656	-	XP_012046241.1	hypothetical protein CNAG_00283	CP003820.1	NC_026745.1	3.567987	0.01926539	2288	1.7761236	Neoformans
Supercontig_3.1	733024	733227	204	+	XP_012046242.1	efflux protein EncT	CP003820.1	NC_026745.1	3.567987	0.01926539	2288	1.7761236	Neoformans
Supercontig_3.1	733024	733227	204	+	XP_012046630.1	efflux protein EncT, variant	CP003820.1	NC_026745.1	3.567987	0.01926539	2288	1.7761236	Neoformans
Supercontig_3.1	735515	737803	2289	-	XP_012046243.1	hypothetical protein CNAG_00285	CP003820.1	NC_026745.1	2.379347	0.2964	2288	1.7761236	Neoformans
Supercontig_3.1	817879	818187	309	-	XP_012046257.1	hypothetical protein CNAG_00319	CP003820.1	NC_026745.1	1.825325	0.03498532	2288	1.7761236	Neoformans
Supercontig_3.1	818412	820167	1756	+	XP_012046258.1	anaphase-promoting complex subunit 3	CP003820.1	NC_026745.1	1.825325	0.03498532	2288	1.7761236	Neoformans
Supercontig_3.1	870500	871091	592	-	XP_012046265.1	26S proteasome non-ATPase regulatory subunit 9	CP003820.1	NC_026745.1	2.762069	0.08637001	2287	1.7761236	Neoformans
Supercontig_3.1	871319	872690	1372	+	XP_012047050.1	3\'(2\'),5\'-bisphosphate nucleotidase	CP003820.1	NC_026745.1	2.762069	0.08637001	2287	1.7761236	Neoformans
Supercontig_3.1	872756	872787	32	-	XP_012046266.1	hypothetical protein CNAG_07355	CP003820.1	NC_026745.1	2.762069	0.08637001	2287	1.7761236	Neoformans
Supercontig_3.1	881940	883668	1729	+	XP_012046267.1	hypothetical protein CNAG_00344	CP003820.1	NC_026745.1	7.48655	0.009704169	2288	1.7761236	Neoformans
Supercontig_3.1	883844	884228	385	-	XP_012046268.1	porphobilinogen synthase	CP003820.1	NC_026745.1	7.48655	0.009704169	2288	1.7761236	Neoformans
Supercontig_3.1	884228	885192	965	-	XP_012046268.1	porphobilinogen synthase	CP003820.1	NC_026745.1	2.582254	0.02258893	2288	1.7761236	Neoformans
Supercontig_3.1	885341	886009	669	+	XP_012046665.1	hypothetical protein CNAG_00346	CP003820.1	NC_026745.1	2.582254	0.02258893	2288	1.7761236	Neoformans
Supercontig_3.1	886207	886516	310	-	XP_012046269.1	DEAH box polypeptide 36	CP003820.1	NC_026745.1	2.582254	0.02258893	2288	1.7761236	Neoformans
Supercontig_3.1	886516	888804	2289	-	XP_012046269.1	DEAH box polypeptide 36	CP003820.1	NC_026745.1	2.827504	0.01557473	2288	1.7761236	Neoformans
Supercontig_3.1	891092	891417	326	-	XP_012046269.1	DEAH box polypeptide 36	CP003820.1	NC_026745.1	2.437111	2.089548	2288	1.7761236	Neoformans
Supercontig_3.1	891659	893380	1722	+	XP_012046666.1	hypothetical protein CNAG_00348	CP003820.1	NC_026745.1	2.437111	2.089548	2288	1.7761236	Neoformans
Supercontig_3.1	1023789	1024835	1047	-	XP_012046291.1	1-phosphatidylinositol-4-phosphate 5-kinase	CP003820.1	NC_026745.1	3.828578	0.01717576	2288	1.7761236	Neoformans
Supercontig_3.1	1026293	1027739	1447	-	XP_012047082.1	WD-repeat protein JIP5	CP003820.1	NC_026745.1	1.795113	0.01511046	2288	1.7761236	Neoformans
Supercontig_3.1	1027999	1028365	367	+	XP_012046687.1	myotubularin	CP003820.1	NC_026745.1	1.795113	0.01511046	2288	1.7761236	Neoformans
Supercontig_3.1	1037517	1037911	395	+	XP_012046690.1	diphthamide biosynthesis protein 3	CP003820.1	NC_026745.1	3.115862	0.01031199	2288	1.7761236	Neoformans
Supercontig_3.1	1038038	1039781	1744	-	XP_012046691.1	structure-specific endonuclease subunit SLX1	CP003820.1	NC_026745.1	3.115862	0.01031199	2288	1.7761236	Neoformans
Supercontig_3.1	1050472	1051244	773	+	XP_012046694.1	secondary thiamine-phosphate synthase enzyme, variant	CP003820.1	NC_026745.1	1.980491	0.02652367	2288	1.7761236	Neoformans
Supercontig_3.1	1050472	1051244	773	+	XP_012046296.1	secondary thiamine-phosphate synthase enzyme	CP003820.1	NC_026745.1	1.980491	0.02652367	2288	1.7761236	Neoformans
Supercontig_3.1	1172502	1174444	1943	+	XP_012046317.1	isovaleryl-CoA dehydrogenase	CP003820.1	NC_026745.1	3.183774	0.08358192	2288	1.7761236	Neoformans
Supercontig_3.1	1275458	1277746	2289	+	XP_012046331.1	cell division cycle protein 14	CP003820.1	NC_026745.1	3.101713	0.007666087	2288	1.7761236	Neoformans
Supercontig_3.1	1277745	1277799	55	+	XP_012046331.1	cell division cycle protein 14	CP003820.1	NC_026745.1	5.158376	0.01535751	2287	1.7761236	Neoformans
Supercontig_3.1	1278493	1279867	1375	-	XP_012046758.1	solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	CP003820.1	NC_026745.1	5.158376	0.01535751	2287	1.7761236	Neoformans
Supercontig_3.1	1332655	1332835	181	-	XP_012046774.1	hypothetical protein CNAG_00521	CP003820.1	NC_026745.1	3.698454	0.0149697	2288	1.7761236	Neoformans
Supercontig_3.1	1333192	1334943	1752	+	XP_012046775.1	C2 domain-containing protein, variant	CP003820.1	NC_026745.1	3.698454	0.0149697	2288	1.7761236	Neoformans
Supercontig_3.1	1333192	1334943	1752	+	XP_012046338.1	C2 domain-containing protein	CP003820.1	NC_026745.1	3.698454	0.0149697	2288	1.7761236	Neoformans
Supercontig_3.1	1373837	1374367	531	-	XP_012046790.1	membrane transporter	CP003820.1	NC_026745.1	2.824101	0.7365406	2288	1.7761236	Neoformans
Supercontig_3.1	1417307	1417894	588	-	XP_012046348.1	DNA mismatch repair protein MSH5	CP003820.1	NC_026745.1	1.945115	1.120437	2288	1.7761236	Neoformans
Supercontig_3.1	1418394	1419595	1202	-	XP_012046795.1	poly(A) polymerase	CP003820.1	NC_026745.1	1.945115	1.120437	2288	1.7761236	Neoformans
Supercontig_3.1	1570596	1571912	1317	-	XP_012047089.1	WD repeat and SOF domain-containing protein 1	CP003820.1	NC_026745.1	2.068132	0.01015479	2288	1.7761236	Neoformans
Supercontig_3.1	1579747	1580264	518	-	XP_012046844.1	hypothetical protein CNAG_00615	CP003820.1	NC_026745.1	4.417589	0.01317994	2288	1.7761236	Neoformans
Supercontig_3.1	1580563	1582035	1473	+	XP_012046365.1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	CP003820.1	NC_026745.1	4.417589	0.01317994	2288	1.7761236	Neoformans
Supercontig_3.1	1618641	1619665	1025	+	XP_012047062.1	hypothetical protein CNAG_07376	CP003820.1	NC_026745.1	1.927562	0.2117712	2287	1.7761236	Neoformans
Supercontig_3.1	1620412	1620928	517	+	XP_012046372.1	transformation/transcription domain-associated protein	CP003820.1	NC_026745.1	1.927562	0.2117712	2287	1.7761236	Neoformans
Supercontig_3.1	1678127	1678772	646	+	XP_012046855.1	hypothetical protein CNAG_00643	CP003820.1	NC_026745.1	2.608532	0.04515159	2288	1.7761236	Neoformans
Supercontig_3.1	1679062	1680415	1354	-	XP_012046856.1	sphingolipid delta-4 desaturase	CP003820.1	NC_026745.1	2.608532	0.04515159	2288	1.7761236	Neoformans
Supercontig_3.1	1680415	1680485	71	-	XP_012046856.1	sphingolipid delta-4 desaturase	CP003820.1	NC_026745.1	4.714723	0.007582797	2288	1.7761236	Neoformans
Supercontig_3.1	1680614	1682174	1561	+	XP_012046379.1	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5\'-phosphate reductase	CP003820.1	NC_026745.1	4.714723	0.007582797	2288	1.7761236	Neoformans
Supercontig_3.1	1682371	1682703	333	-	XP_012047093.1	hypothetical protein CNAG_07959	CP003820.1	NC_026745.1	4.714723	0.007582797	2288	1.7761236	Neoformans
Supercontig_3.1	1684990	1685547	558	-	XP_012047093.1	hypothetical protein CNAG_07959	CP003820.1	NC_026745.1	2.062647	0.04519551	2288	1.7761236	Neoformans
Supercontig_3.1	1685760	1686256	497	+	XP_012046857.1	hypothetical protein CNAG_00647	CP003820.1	NC_026745.1	2.062647	0.04519551	2288	1.7761236	Neoformans
Supercontig_3.1	1686509	1687278	770	-	XP_012046858.1	esterase/lipase	CP003820.1	NC_026745.1	2.062647	0.04519551	2288	1.7761236	Neoformans
Supercontig_3.1	1691854	1694142	2289	+	XP_012046380.1	GRAM domain-containing protein	CP003820.1	NC_026745.1	3.817879	0.02409543	2288	1.7761236	Neoformans
Supercontig_3.1	1698718	1699198	481	-	XP_012046860.1	hypothetical protein CNAG_00652	CP003820.1	NC_026745.1	4.107892	0.02649756	2288	1.7761236	Neoformans
Supercontig_3.1	1705581	1705730	150	+	XP_012046865.1	sulfiredoxin	CP003820.1	NC_026745.1	16.92663	0.009755762	2288	1.7761236	Neoformans
Supercontig_3.1	1706550	1707025	476	-	XP_012046866.1	large subunit acidic ribosomal protein P1	CP003820.1	NC_026745.1	16.92663	0.009755762	2288	1.7761236	Neoformans
Supercontig_3.1	1707358	1707869	512	+	XP_012046867.1	large subunit ribosomal protein L7e	CP003820.1	NC_026745.1	16.92663	0.009755762	2288	1.7761236	Neoformans
Supercontig_3.1	1719309	1720152	844	-	XP_012046871.1	carboxymethylenebutenolidase	CP003820.1	NC_026745.1	3.967342	0.009615049	2288	1.7761236	Neoformans
Supercontig_3.1	1720880	1721597	718	+	XP_012046385.1	hypothetical protein CNAG_00663	CP003820.1	NC_026745.1	3.967342	0.009615049	2288	1.7761236	Neoformans
Supercontig_3.1	1781082	1782113	1032	+	XP_012046393.1	CMGC/CLK protein kinase	CP003820.1	NC_026745.1	2.993457	0.03530407	2288	1.7761236	Neoformans
Supercontig_3.1	1782649	1783370	722	-	XP_012046888.1	ribulose-phosphate 3-epimerase	CP003820.1	NC_026745.1	2.993457	0.03530407	2288	1.7761236	Neoformans
Supercontig_3.1	1788072	1790234	2163	+	XP_012046394.1	hypothetical protein CNAG_00687	CP003820.1	NC_026745.1	3.520668	0.01178524	2288	1.7761236	Neoformans
Supercontig_3.1	1799385	1799620	236	-	XP_012046893.1	hypothetical protein CNAG_00691	CP003820.1	NC_026745.1	3.361292	0.1194349	2288	1.7761236	Neoformans
Supercontig_3.1	1800091	1801673	1583	+	XP_012046894.1	FAD dependent oxidoreductase	CP003820.1	NC_026745.1	3.361292	0.1194349	2288	1.7761236	Neoformans
Supercontig_3.1	1833703	1834611	909	-	XP_012046400.1	hypothetical protein CNAG_00701	CP003820.1	NC_026745.1	2.881776	0.03176827	2288	1.7761236	Neoformans
Supercontig_3.1	1835849	1835991	143	+	XP_012047063.1	hypothetical protein CNAG_07380	CP003820.1	NC_026745.1	2.881776	0.03176827	2288	1.7761236	Neoformans
Supercontig_3.1	1835991	1836448	458	+	XP_012047063.1	hypothetical protein CNAG_07380	CP003820.1	NC_026745.1	1.813375	0.0853106	2288	1.7761236	Neoformans
Supercontig_3.1	1836970	1838279	1310	+	XP_012046401.1	hypothetical protein CNAG_00702	CP003820.1	NC_026745.1	1.813375	0.0853106	2288	1.7761236	Neoformans
Supercontig_3.1	1877173	1878458	1286	+	XP_012046913.1	DNA repair protein RAD51	CP003820.1	NC_026745.1	1.880419	0.02256803	2288	1.7761236	Neoformans
Supercontig_3.1	1879124	1879461	338	+	XP_012046408.1	alpha-1,3-mannosyltransferase	CP003820.1	NC_026745.1	1.880419	0.02256803	2288	1.7761236	Neoformans
Supercontig_3.1	1909284	1910521	1238	-	XP_012046412.1	hypothetical protein CNAG_00732	CP003820.1	NC_026745.1	2.7765	0.02163514	2288	1.7761236	Neoformans
Supercontig_3.1	1973265	1974495	1231	+	XP_012046417.1	transducin family protein	CP003820.1	NC_026745.1	2.647526	0.009180593	2288	1.7761236	Neoformans
Supercontig_3.1	1974597	1975553	957	-	XP_012046938.1	hypothetical protein CNAG_00753	CP003820.1	NC_026745.1	2.647526	0.009180593	2288	1.7761236	Neoformans
Supercontig_3.1	1984704	1986992	2289	+	XP_012046419.1	ubiquitin carboxyl-terminal hydrolase 8	CP003820.1	NC_026745.1	1.814479	0.03290286	2288	1.7761236	Neoformans
Supercontig_3.1	2019023	2020204	1182	+	XP_012046948.1	STE/STE7 protein kinase	CP003820.1	NC_026745.1	2.144432	0.01778472	2288	1.7761236	Neoformans
Supercontig_3.1	2038173	2039562	1390	+	XP_012046953.1	immunoreactive mannoprotein MP88	CP003820.1	NC_026745.1	6.18471	0.043527	2288	1.7761236	Neoformans
Supercontig_3.1	2048765	2051053	2289	-	XP_012046954.1	hypothetical protein CNAG_00778	CP003820.1	NC_026745.1	2.039792	0.1924066	2288	1.7761236	Neoformans
Supercontig_3.1	2060205	2061628	1424	-	XP_012046428.1	hypothetical protein CNAG_00783	CP003820.1	NC_026745.1	2.70784	0.01916508	2288	1.7761236	Neoformans
Supercontig_3.1	2062189	2062493	305	-	XP_012046958.1	hypothetical protein CNAG_00784	CP003820.1	NC_026745.1	2.70784	0.01916508	2288	1.7761236	Neoformans
Supercontig_3.1	2112826	2112916	91	-	XP_012046968.1	hypothetical protein CNAG_00798	CP003820.1	NC_026745.1	3.473654	0.01706671	2288	1.7761236	Neoformans
Supercontig_3.1	2114991	2115114	124	+	XP_012046969.1	cellulase	CP003820.1	NC_026745.1	3.473654	0.01706671	2288	1.7761236	Neoformans
Supercontig_3.1	2140281	2141682	1402	+	XP_012046976.1	ATP-dependent RNA helicase ded1	CP003820.1	NC_026745.1	1.945116	224.0874	2288	1.7761236	Neoformans
Supercontig_3.1	2142564	2142569	6	-	XP_012046436.1	polynucleotide kinase 3\'-phosphatase	CP003820.1	NC_026745.1	1.945116	224.0874	2288	1.7761236	Neoformans
Supercontig_3.1	2154008	2154878	871	+	XP_012046438.1	hypothetical protein CNAG_00813	CP003820.1	NC_026745.1	2.118467	0.004092154	2288	1.7761236	Neoformans
Supercontig_3.1	2155124	2156296	1173	-	XP_012046437.1	hypothetical protein CNAG_00814	CP003820.1	NC_026745.1	2.118467	0.004092154	2288	1.7761236	Neoformans
Supercontig_3.1	2211206	2211403	198	-	XP_012046993.1	hypothetical protein CNAG_00833	CP003820.1	NC_026745.1	3.276458	0.2632938	2288	1.7761236	Neoformans
Supercontig_3.1	2212880	2213494	615	+	XP_012046994.1	phosphatidylserine decarboxylase	CP003820.1	NC_026745.1	3.276458	0.2632938	2288	1.7761236	Neoformans
Supercontig_3.1	2213144	2213494	351	+	XP_012046995.1	phosphatidylserine decarboxylase, variant	CP003820.1	NC_026745.1	3.276458	0.2632938	2288	1.7761236	Neoformans
Supercontig_3.1	2215781	2217826	2046	+	XP_012046443.1	hypothetical protein CNAG_00835	CP003820.1	NC_026745.1	2.430032	0.1483552	2287	1.7761236	Neoformans
Supercontig_3.1	2270691	2271254	564	+	XP_012047068.1	flavin-containing monooxygenase	CP003820.1	NC_026745.1	1.924967	0.007044122	2288	1.7761236	Neoformans
Supercontig_3.1	2271823	2272343	521	-	XP_012047069.1	hypothetical protein CNAG_07390	CP003820.1	NC_026745.1	1.924967	0.007044122	2288	1.7761236	Neoformans
Supercontig_3.1	2272661	2272979	319	-	XP_012047070.1	hypothetical protein CNAG_07391	CP003820.1	NC_026745.1	1.924967	0.007044122	2288	1.7761236	Neoformans
Supercontig_3.1	2279842	2282091	2250	+	XP_012046454.1	hypothetical protein CNAG_00859	CP003820.1	NC_026745.1	4.966627	0.0004710929	2287	1.7761236	Neoformans
Supercontig_3.1	2282788	2284382	1595	-	XP_012047072.1	hypothetical protein CNAG_07393	CP003820.1	NC_026745.1	4.562111	0.0003669095	2288	1.7761236	Neoformans
Supercontig_3.1	2285051	2286491	1441	+	XP_012047073.1	hypothetical protein CNAG_07394	CP003820.1	NC_026745.1	3.887402	0.001766608	2288	1.7761236	Neoformans
Supercontig_3.2	19646	20697	1052	+	XP_012047737.1	hypothetical protein CNAG_06795	CP003821.1	NC_026746.1	3.62363	0.08538963	1623	1.9703582	Neoformans
Supercontig_3.2	21823	22752	930	-	XP_012047101.1	hypothetical protein CNAG_06794	CP003821.1	NC_026746.1	3.241998	0.01328453	1623	1.9703582	Neoformans
Supercontig_3.2	25998	27195	1198	-	XP_012047102.1	exonuclease 1	CP003821.1	NC_026746.1	2.134791	1.69417	1623	1.9703582	Neoformans
Supercontig_3.2	27412	27621	210	+	XP_012047736.1	hypothetical protein CNAG_06792	CP003821.1	NC_026746.1	2.134791	1.69417	1623	1.9703582	Neoformans
Supercontig_3.2	30868	31026	159	-	XP_012047103.1	hypothetical protein CNAG_06791	CP003821.1	NC_026746.1	4.893387	0.01986082	1623	1.9703582	Neoformans
